wavelength       flux
  microns         mJy
      
      0.80013400   4.2657519e-06
      0.80040097   4.4953017e-06
      0.80066800   4.4894816e-06
      0.80093497   4.5409995e-06
      0.80120200   4.5815257e-06
      0.80146903   4.5982627e-06
      0.80173600   4.6295941e-06
      0.80200303   4.6502314e-06
      0.80227000   4.6596842e-06
      0.80253798   4.6968905e-06
      0.80280501   4.6023310e-06
      0.80307299   4.6114625e-06
      0.80334002   4.7630395e-06
      0.80360800   4.7739673e-06
      0.80387598   4.8123748e-06
      0.80414498   4.8214252e-06
      0.80441201   4.8505281e-06
      0.80467999   4.8385210e-06
      0.80494899   4.6062256e-06
      0.80521703   4.9210387e-06
      0.80548501   4.9549299e-06
      0.80575401   4.9474279e-06
      0.80602199   5.0083194e-06
      0.80629098   5.0298521e-06
      0.80655998   5.0304248e-06
      0.80682898   5.0507979e-06
      0.80709797   4.9775552e-06
      0.80736703   5.0310198e-06
      0.80763602   5.0218141e-06
      0.80790502   5.1820446e-06
      0.80817401   5.1794444e-06
      0.80844402   5.2266899e-06
      0.80871302   5.0807303e-06
      0.80898303   5.2975501e-06
      0.80925298   5.2815584e-06
      0.80952299   5.2436768e-06
      0.80979198   5.3268182e-06
      0.81006199   5.3388391e-06
      0.81033200   5.3941587e-06
      0.81060201   5.4395767e-06
      0.81087202   5.4696983e-06
      0.81114298   5.4804965e-06
      0.81141299   5.4925799e-06
      0.81168300   5.5416792e-06
      0.81195402   5.4648670e-06
      0.81222498   5.6058136e-06
      0.81249499   5.6471759e-06
      0.81276602   5.6082333e-06
      0.81303698   5.7007770e-06
      0.81330800   5.7040364e-06
      0.81357902   5.7309834e-06
      0.81384999   5.7854615e-06
      0.81412202   5.8109611e-06
      0.81439298   5.8323138e-06
      0.81466401   5.8554229e-06
      0.81493598   5.9144153e-06
      0.81520802   5.9078832e-06
      0.81547898   5.9792806e-06
      0.81575102   5.9944767e-06
      0.81602299   6.0304608e-06
      0.81629598   5.9415073e-06
      0.81656700   6.0786608e-06
      0.81683898   6.1293881e-06
      0.81711203   6.1402637e-06
      0.81738400   6.1845776e-06
      0.81765699   6.1978322e-06
      0.81792998   6.2412845e-06
      0.81820202   6.1999916e-06
      0.81847501   5.4494227e-06
      0.81874698   6.2271873e-06
      0.81901997   6.2512223e-06
      0.81929302   6.3919361e-06
      0.81956702   5.8271380e-06
      0.81984001   5.7277446e-06
      0.82011300   6.3201707e-06
      0.82038599   6.5041162e-06
      0.82066000   6.3988764e-06
      0.82093298   6.5019689e-06
      0.82120699   6.6313543e-06
      0.82147998   6.4753641e-06
      0.82175398   6.7059704e-06
      0.82202798   6.7302037e-06
      0.82230198   6.3434100e-06
      0.82257599   6.8068812e-06
      0.82284999   6.8614762e-06
      0.82312500   6.8726052e-06
      0.82339901   6.7779554e-06
      0.82367402   6.9544252e-06
      0.82394898   6.9915318e-06
      0.82422298   6.8496256e-06
      0.82449800   6.9808603e-06
      0.82477301   7.1118726e-06
      0.82504803   7.0429052e-06
      0.82532299   7.1705755e-06
      0.82559800   7.1646872e-06
      0.82587302   7.1328716e-06
      0.82614797   7.2913726e-06
      0.82642299   7.3223380e-06
      0.82669902   7.3424869e-06
      0.82697397   7.3610382e-06
      0.82725000   7.4258897e-06
      0.82752699   7.4525329e-06
      0.82780200   7.4976534e-06
      0.82807702   7.5491271e-06
      0.82835299   7.5769128e-06
      0.82862997   7.6199684e-06
      0.82890600   7.6546622e-06
      0.82918298   7.6774675e-06
      0.82945901   7.6125902e-06
      0.82973498   7.7723260e-06
      0.83001202   7.7882501e-06
      0.83028901   7.8573522e-06
      0.83056498   7.8628708e-06
      0.83084202   7.7572904e-06
      0.83111900   7.8864586e-06
      0.83139598   7.9152979e-06
      0.83167398   8.0595928e-06
      0.83195102   8.0957953e-06
      0.83222800   8.1198755e-06
      0.83250499   8.1455579e-06
      0.83278298   7.7562580e-06
      0.83306098   7.3730654e-06
      0.83333802   8.1127375e-06
      0.83361602   8.1804867e-06
      0.83389300   8.3687379e-06
      0.83417100   8.3517980e-06
      0.83444899   8.4456069e-06
      0.83472800   8.4221400e-06
      0.83500600   8.2881251e-06
      0.83528399   8.6415136e-06
      0.83556300   8.4858456e-06
      0.83584100   8.7089178e-06
      0.83612001   8.7199785e-06
      0.83639902   8.7160375e-06
      0.83667803   8.2110171e-06
      0.83695698   8.9083357e-06
      0.83723497   8.8785695e-06
      0.83751500   8.9720132e-06
      0.83779401   9.0274177e-06
      0.83807302   8.6694523e-06
      0.83835298   8.6890985e-06
      0.83863199   8.7456758e-06
      0.83891100   7.8014439e-06
      0.83919102   8.8431804e-06
      0.83947098   9.3128403e-06
      0.83974999   9.3459829e-06
      0.84003001   9.0300666e-06
      0.84030998   9.3246709e-06
      0.84059000   9.5025440e-06
      0.84087002   9.5382290e-06
      0.84115100   9.6016674e-06
      0.84143102   9.1673519e-06
      0.84171200   9.6938276e-06
      0.84199202   9.5159373e-06
      0.84227300   9.7829004e-06
      0.84255397   9.5857680e-06
      0.84283501   9.2586230e-06
      0.84311599   9.9294968e-06
      0.84339702   1.0003048e-05
      0.84367800   8.6008427e-06
      0.84395897   1.0021752e-05
      0.84424001   9.8323586e-06
      0.84452200   1.0184727e-05
      0.84480298   1.0235137e-05
      0.84508502   1.0292750e-05
      0.84536600   1.0141403e-05
      0.84564799   1.0346291e-05
      0.84592998   1.0368736e-05
      0.84621298   1.0486910e-05
      0.84649402   1.0590902e-05
      0.84677601   1.0572080e-05
      0.84705800   9.4630975e-06
      0.84734100   1.0660668e-05
      0.84762299   1.0813421e-05
      0.84790599   1.0865269e-05
      0.84818900   1.0899689e-05
      0.84847099   1.0885873e-05
      0.84875399   1.1023218e-05
      0.84903699   1.1073238e-05
      0.84931999   1.1109642e-05
      0.84960300   1.1045215e-05
      0.84988600   9.7463378e-06
      0.85017002   9.5309975e-06
      0.85045302   1.1249923e-05
      0.85073602   1.1382082e-05
      0.85101998   1.1463548e-05
      0.85130399   1.1525851e-05
      0.85158700   1.0657454e-05
      0.85187101   1.1284505e-05
      0.85215598   1.1189661e-05
      0.85243899   1.1761510e-05
      0.85272300   1.1817206e-05
      0.85300797   1.1760042e-05
      0.85329199   1.1805339e-05
      0.85357702   1.1834338e-05
      0.85386097   1.1627977e-05
      0.85414600   1.0591649e-05
      0.85443097   7.0543861e-06
      0.85471499   1.0566722e-05
      0.85500002   1.1565400e-05
      0.85528499   1.2170385e-05
      0.85557002   1.2384867e-05
      0.85585600   1.2449860e-05
      0.85614097   1.2571735e-05
      0.85642600   1.2671324e-05
      0.85671198   1.2708234e-05
      0.85699701   1.2815949e-05
      0.85728300   1.2827287e-05
      0.85756898   1.2928694e-05
      0.85785401   1.3017453e-05
      0.85813999   1.3073790e-05
      0.85842597   1.2776937e-05
      0.85871202   1.3243222e-05
      0.85899901   1.3333787e-05
      0.85928500   1.3414708e-05
      0.85957199   1.3443654e-05
      0.85985798   1.3538386e-05
      0.86014497   1.3536654e-05
      0.86043203   1.3657039e-05
      0.86071801   1.3707705e-05
