wavelength       flux
  microns         mJy
      
     0.800134  2.33364e-11
     0.800401  2.43464e-11
     0.800668  2.43439e-11
     0.800935  2.47141e-11
     0.801202  2.49673e-11
     0.801469  2.51368e-11
     0.801736  2.53424e-11
     0.802003  2.55691e-11
     0.802270  2.56334e-11
     0.802538  2.58875e-11
     0.802805  2.53971e-11
     0.803073  2.59078e-11
     0.803340  2.64841e-11
     0.803608  2.66666e-11
     0.803876  2.68981e-11
     0.804145  2.70202e-11
     0.804412  2.72476e-11
     0.804680  2.74185e-11
     0.804949  2.61558e-11
     0.805217  2.79270e-11
     0.805485  2.81828e-11
     0.805754  2.81979e-11
     0.806022  2.86025e-11
     0.806291  2.88230e-11
     0.806560  2.89440e-11
     0.806829  2.90325e-11
     0.807098  2.86232e-11
     0.807367  2.93306e-11
     0.807636  2.90446e-11
     0.807905  3.01009e-11
     0.808174  3.02879e-11
     0.808444  3.05891e-11
     0.808713  3.00932e-11
     0.808983  3.11158e-11
     0.809253  3.12475e-11
     0.809523  3.12122e-11
     0.809792  3.17219e-11
     0.810062  3.18551e-11
     0.810332  3.21178e-11
     0.810602  3.25344e-11
     0.810872  3.27787e-11
     0.811143  3.29949e-11
     0.811413  3.30507e-11
     0.811683  3.35375e-11
     0.811954  3.31181e-11
     0.812225  3.39775e-11
     0.812495  3.43144e-11
     0.812766  3.42213e-11
     0.813037  3.48559e-11
     0.813308  3.49808e-11
     0.813579  3.52199e-11
     0.813850  3.56772e-11
     0.814122  3.58982e-11
     0.814393  3.61000e-11
     0.814664  3.63721e-11
     0.814936  3.67793e-11
     0.815208  3.70087e-11
     0.815479  3.73814e-11
     0.815751  3.76104e-11
     0.816023  3.78437e-11
     0.816296  3.75632e-11
     0.816567  3.83622e-11
     0.816839  3.87555e-11
     0.817112  3.89660e-11
     0.817384  3.92989e-11
     0.817657  3.95325e-11
     0.817930  3.98068e-11
     0.818202  3.97386e-11
     0.818475  3.34679e-11
     0.818747  3.93852e-11
     0.819020  4.04178e-11
     0.819293  4.09998e-11
     0.819567  3.63755e-11
     0.819840  3.56932e-11
     0.820113  4.12180e-11
     0.820386  4.24090e-11
     0.820660  4.18330e-11
     0.820933  4.27726e-11
     0.821207  4.34947e-11
     0.821480  4.30811e-11
     0.821754  4.42396e-11
     0.822028  4.44664e-11
     0.822302  4.28269e-11
     0.822576  4.52830e-11
     0.822850  4.56586e-11
     0.823125  4.60087e-11
     0.823399  4.58641e-11
     0.823674  4.67121e-11
     0.823949  4.71303e-11
     0.824223  4.65037e-11
     0.824498  4.73973e-11
     0.824773  4.81906e-11
     0.825048  4.82385e-11
     0.825323  4.88757e-11
     0.825598  4.90315e-11
     0.825873  4.88519e-11
     0.826148  5.00693e-11
     0.826423  5.03690e-11
     0.826699  5.06845e-11
     0.826974  5.09209e-11
     0.827250  5.13645e-11
     0.827527  5.18745e-11
     0.827802  5.22644e-11
     0.828077  5.26183e-11
     0.828353  5.29654e-11
     0.828630  5.33713e-11
     0.828906  5.38972e-11
     0.829183  5.39598e-11
     0.829459  5.40337e-11
     0.829735  5.50962e-11
     0.830012  5.54128e-11
     0.830289  5.59070e-11
     0.830565  5.61474e-11
     0.830842  5.55641e-11
     0.831119  5.68103e-11
     0.831396  5.70996e-11
     0.831674  5.81276e-11
     0.831951  5.85226e-11
     0.832228  5.89922e-11
     0.832505  5.91699e-11
     0.832783  5.70057e-11
     0.833061  5.46386e-11
     0.833338  6.00763e-11
     0.833616  5.98901e-11
     0.833893  6.16008e-11
     0.834171  6.18677e-11
     0.834449  6.24736e-11
     0.834728  6.27282e-11
     0.835006  6.19121e-11
     0.835284  6.42193e-11
     0.835563  6.30329e-11
     0.835841  6.50937e-11
     0.836120  6.55788e-11
     0.836399  6.54300e-11
     0.836678  6.15816e-11
     0.836957  6.72346e-11
     0.837235  6.74251e-11
     0.837515  6.80311e-11
     0.837794  6.85848e-11
     0.838073  6.52535e-11
     0.838353  6.60799e-11
     0.838632  6.64129e-11
     0.838911  6.10581e-11
     0.839191  6.84308e-11
     0.839471  7.18817e-11
     0.839750  7.22075e-11
     0.840030  6.95147e-11
     0.840310  7.28199e-11
     0.840590  7.41585e-11
     0.840870  7.47242e-11
     0.841151  7.52878e-11
     0.841431  7.08829e-11
     0.841712  7.64686e-11
     0.841992  7.49994e-11
     0.842273  7.74640e-11
     0.842554  7.60182e-11
     0.842835  7.21560e-11
     0.843116  7.89432e-11
     0.843397  7.98755e-11
     0.843678  6.54555e-11
     0.843959  7.91691e-11
     0.844240  7.95070e-11
     0.844522  8.14250e-11
     0.844803  8.24439e-11
     0.845085  8.32747e-11
     0.845366  8.16233e-11
     0.845648  8.35493e-11
     0.845930  8.39360e-11
     0.846213  8.52948e-11
     0.846494  8.62815e-11
     0.846776  8.64738e-11
     0.847058  7.80815e-11
     0.847341  8.76475e-11
     0.847623  8.87970e-11
     0.847906  8.97334e-11
     0.848189  9.03415e-11
     0.848471  9.05756e-11
     0.848754  9.18475e-11
     0.849037  9.25731e-11
     0.849320  9.31549e-11
     0.849603  9.29515e-11
     0.849886  8.49633e-11
     0.850170  8.34431e-11
     0.850453  9.56520e-11
     0.850736  9.67407e-11
     0.851020  9.71260e-11
     0.851304  9.83156e-11
     0.851587  9.24664e-11
     0.851871  9.72218e-11
     0.852156  9.53454e-11
     0.852439  1.01420e-10
     0.852723  1.02166e-10
     0.853008  1.02596e-10
     0.853292  1.02900e-10
     0.853577  1.03654e-10
     0.853861  1.03199e-10
     0.854146  9.69041e-11
     0.854431  6.82056e-11
     0.854715  9.77361e-11
     0.855000  1.03661e-10
     0.855285  1.08694e-10
     0.855570  1.10422e-10
     0.855856  1.11427e-10
     0.856141  1.12368e-10
     0.856426  1.13680e-10
     0.856712  1.14178e-10
     0.856997  1.15599e-10
     0.857283  1.15693e-10
     0.857569  1.17193e-10
     0.857854  1.18236e-10
     0.858140  1.18919e-10
     0.858426  1.17528e-10
     0.858712  1.21225e-10
     0.858999  1.22380e-10
     0.859285  1.23318e-10
     0.859572  1.24093e-10
     0.859858  1.25183e-10
     0.860145  1.26018e-10
     0.860432  1.26965e-10
     0.860718  1.28157e-10
     0.861005  1.29178e-10
     0.861292  1.25373e-10
     0.861579  1.30546e-10
     0.861867  1.32031e-10
     0.862154  1.33223e-10
     0.862441  1.31590e-10
     0.862729  1.35742e-10
     0.863016  1.37166e-10
     0.863304  1.37803e-10
     0.863591  1.38662e-10
     0.863880  1.39802e-10
     0.864167  1.41076e-10
     0.864455  1.42051e-10
     0.864743  1.43480e-10
     0.865032  1.44268e-10
     0.865321  1.44975e-10
     0.865609  1.45896e-10
     0.865897  1.45572e-10
     0.866186  1.38258e-10
     0.866475  1.00620e-10
     0.866764  1.43466e-10
     0.867053  1.50683e-10
     0.867342  1.52987e-10
     0.867631  1.43566e-10
     0.867920  1.52405e-10
     0.868209  1.57388e-10
     0.868499  1.53037e-10
     0.868788  1.58027e-10
     0.869078  1.32905e-10
     0.869367  1.55613e-10
     0.869657  1.61280e-10
     0.869947  1.64572e-10
