wavelength       flux
  microns         mJy
      
      0.80013400      0.10368434
      0.80040097      0.10764510
      0.80066800      0.10633032
      0.80093497      0.10742676
      0.80120200      0.11002178
      0.80146903      0.10999289
      0.80173600      0.11184168
      0.80200303      0.11290563
      0.80227000      0.11081470
      0.80253798      0.11166978
      0.80280501      0.11114626
      0.80307299      0.11262986
      0.80334002      0.11314803
      0.80360800      0.11549713
      0.80387598      0.11589662
      0.80414498      0.11471137
      0.80441201      0.11721894
      0.80467999      0.11879754
      0.80494899      0.10924200
      0.80521703      0.11797375
      0.80548501      0.11967824
      0.80575401      0.11902241
      0.80602199      0.12051581
      0.80629098      0.12162541
      0.80655998      0.12196856
      0.80682898      0.11821795
      0.80709797      0.11811040
      0.80736703      0.11987403
      0.80763602      0.11731330
      0.80790502      0.12215166
      0.80817401      0.12462674
      0.80844402      0.12393953
      0.80871302      0.12506818
      0.80898303      0.12742524
      0.80925298      0.12687024
      0.80952299      0.12475862
      0.80979198      0.12949984
      0.81006199      0.13068739
      0.81033200      0.12772268
      0.81060201      0.12978105
      0.81087202      0.13004522
      0.81114298      0.13159694
      0.81141299      0.12626723
      0.81168300      0.13168622
      0.81195402      0.12606133
      0.81222498      0.13031673
      0.81249499      0.13376819
      0.81276602      0.12704882
      0.81303698      0.13649663
      0.81330800      0.13744653
      0.81357902      0.13596433
      0.81384999      0.13794689
      0.81412202      0.13717654
      0.81439298      0.13516808
      0.81466401      0.13952576
      0.81493598      0.13981048
      0.81520802      0.13926104
      0.81547898      0.14065509
      0.81575102      0.14013833
      0.81602299      0.13838678
      0.81629598      0.13330434
      0.81656700      0.13882551
      0.81683898      0.14161498
      0.81711203      0.13979634
      0.81738400      0.14039626
      0.81765699      0.13827705
      0.81792998      0.13426737
      0.81820202      0.12342456
      0.81847501     0.075724152
      0.81874698      0.10516190
      0.81901997      0.12375750
      0.81929302      0.12025963
      0.81956702     0.082417200
      0.81984001     0.075407918
      0.82011300      0.11290237
      0.82038599      0.12671438
      0.82066000      0.12187275
      0.82093298      0.12307679
      0.82120699      0.12838154
      0.82147998      0.13151882
      0.82175398      0.13209816
      0.82202798      0.13153588
      0.82230198      0.13125322
      0.82257599      0.13551293
      0.82284999      0.13679808
      0.82312500      0.13844434
      0.82339901      0.13694767
      0.82367402      0.13953612
      0.82394898      0.14114273
      0.82422298      0.13882505
      0.82449800      0.13717992
      0.82477301      0.14215578
      0.82504803      0.14322755
      0.82532299      0.13823626
      0.82559800      0.13850349
      0.82587302      0.13752608
      0.82614797      0.14186250
      0.82642299      0.14295558
      0.82669902      0.14379404
      0.82697397      0.13895978
      0.82725000      0.13073137
      0.82752699      0.13742741
      0.82780200      0.13793422
      0.82807702      0.13433126
      0.82835299      0.13427974
      0.82862997      0.13541396
      0.82890600      0.13829196
      0.82918298      0.12852840
      0.82945901      0.13572144
      0.82973498      0.13767933
      0.83001202      0.13535785
      0.83028901      0.13524642
      0.83056498      0.13372382
      0.83084202      0.13331956
      0.83111900      0.13575534
      0.83139598      0.13715005
      0.83167398      0.13956054
      0.83195102      0.13954704
      0.83222800      0.14262424
      0.83250499      0.13940229
      0.83278298      0.13307459
      0.83306098      0.12700487
      0.83333802      0.14369439
      0.83361602      0.13678833
      0.83389300      0.13884530
      0.83417100      0.14176502
      0.83444899      0.13678440
      0.83472800      0.13929190
      0.83500600      0.13564617
      0.83528399      0.13972865
      0.83556300      0.13218850
      0.83584100      0.13957284
      0.83612001      0.14397671
      0.83639902      0.14082454
      0.83667803      0.12914060
      0.83695698      0.14527595
      0.83723497      0.14094979
      0.83751500      0.13992957
      0.83779401      0.14056716
      0.83807302      0.13353098
      0.83835298      0.13405425
      0.83863199      0.13209527
      0.83891100      0.11778023
      0.83919102      0.13383077
      0.83947098      0.14428868
      0.83974999      0.14207725
      0.84003001      0.13563960
      0.84030998      0.14532663
      0.84059000      0.14646729
      0.84087002      0.14748468
      0.84115100      0.14575728
      0.84143102      0.13382775
      0.84171200      0.15000809
      0.84199202      0.14241616
      0.84227300      0.14032949
      0.84255397      0.14256538
      0.84283501      0.12861502
      0.84311599      0.14104426
      0.84339702      0.14691155
      0.84367800     0.088043149
      0.84395897      0.12587737
      0.84424001      0.13583973
      0.84452200      0.10944722
      0.84480298      0.11386211
      0.84508502      0.12092516
      0.84536600      0.10882123
      0.84564799      0.10112331
      0.84592998      0.10728237
      0.84621298      0.11161160
      0.84649402      0.11171214
      0.84677601      0.10831945
      0.84705800      0.10045462
      0.84734100      0.10773563
      0.84762299      0.10884080
      0.84790599      0.11651573
      0.84818900      0.11699510
      0.84847099      0.11500587
      0.84875399      0.11926319
      0.84903699      0.11933789
      0.84931999      0.12191134
      0.84960300      0.12275680
      0.84988600      0.12039514
      0.85017002      0.11261463
      0.85045302      0.12293408
      0.85073602      0.12365239
      0.85101998      0.11079252
      0.85130399      0.12095581
      0.85158700      0.11671475
      0.85187101      0.11424390
      0.85215598      0.11381435
      0.85243899      0.12169016
      0.85272300      0.12394447
      0.85300797      0.12276032
      0.85329199      0.12242665
      0.85357702      0.12258661
      0.85386097      0.12729635
      0.85414600      0.12845019
      0.85443097      0.10983600
      0.85471499      0.12927851
      0.85500002      0.12875169
      0.85528499      0.13793228
      0.85557002      0.13564811
      0.85585600      0.13717046
      0.85614097      0.13402156
      0.85642600      0.13979026
      0.85671198      0.13695776
      0.85699701      0.14003032
      0.85728300      0.13828698
      0.85756898      0.14000463
      0.85785401      0.14085862
      0.85813999      0.14430746
      0.85842597      0.13937291
      0.85871202      0.14180151
      0.85899901      0.14471100
      0.85928500      0.14333628
      0.85957199      0.14389499
      0.85985798      0.14574962
      0.86014497      0.14810899
      0.86043203      0.14670153
      0.86071801      0.14876772
      0.86100501      0.15037053
      0.86129200      0.14689080
      0.86157900      0.15188624
      0.86186701      0.15246348
      0.86215401      0.15768785
      0.86244100      0.15445219
      0.86272901      0.15804667
      0.86301601      0.16102902
      0.86330402      0.15570742
      0.86359102      0.16043375
      0.86387998      0.16006800
      0.86416698      0.16117264
      0.86445498      0.16346449
      0.86474299      0.16272166
      0.86503202      0.16222849
      0.86532098      0.15911338
      0.86560899      0.16429843
      0.86589700      0.16335366
      0.86618602      0.16195519
      0.86647499      0.13183265
      0.86676401      0.16430952
      0.86705297      0.16731738
      0.86734200      0.16879799
      0.86763102      0.15536000
      0.86791998      0.16384280
      0.86820900      0.17004741
      0.86849898      0.16332887
      0.86878800      0.17011144
      0.86907798      0.13792018
      0.86936700      0.15756040
      0.86965698      0.15270193
      0.86994702      0.16088120
      0.87023699      0.16099242
      0.87052798      0.16025306
      0.87081701      0.16483958
      0.87110698      0.16575520
      0.87139797      0.15642588
      0.87168801      0.15442103
      0.87197900      0.15721928
      0.87226897      0.16391363
      0.87256002      0.16850974
      0.87285101      0.17014147
      0.87314200      0.18081913
      0.87343299      0.16621840
      0.87372398      0.16521440
      0.87401497      0.16889230
      0.87430698      0.17256283
      0.87459898      0.18289348
      0.87489003      0.17184859
      0.87518102      0.17627140
      0.87547302      0.17870787
