wavelength       flux
  microns         mJy
      
      0.80013400      0.21174593
      0.80040097      0.22712959
      0.80066800      0.22848061
      0.80093497      0.22662309
      0.80120200      0.23081000
      0.80146903      0.22941060
      0.80173600      0.23229781
      0.80200303      0.23004812
      0.80227000      0.23054796
      0.80253798      0.23231579
      0.80280501      0.22415054
      0.80307299      0.22124167
      0.80334002      0.23265982
      0.80360800      0.22766862
      0.80387598      0.23169926
      0.80414498      0.23221314
      0.80441201      0.23285224
      0.80467999      0.22692898
      0.80494899      0.21223490
      0.80521703      0.22809481
      0.80548501      0.23256632
      0.80575401      0.22808307
      0.80602199      0.23412437
      0.80629098      0.23326410
      0.80655998      0.23247357
      0.80682898      0.23406601
      0.80709797      0.23060405
      0.80736703      0.22454914
      0.80763602      0.22556998
      0.80790502      0.23491762
      0.80817401      0.23182957
      0.80844402      0.23213590
      0.80871302      0.22215259
      0.80898303      0.23678999
      0.80925298      0.22827446
      0.80952299      0.22399409
      0.80979198      0.23040366
      0.81006199      0.22435567
      0.81033200      0.23482004
      0.81060201      0.23309015
      0.81087202      0.23387775
      0.81114298      0.23259640
      0.81141299      0.23618896
      0.81168300      0.23232137
      0.81195402      0.23303127
      0.81222498      0.23693652
      0.81249499      0.23822897
      0.81276602      0.23438541
      0.81303698      0.23682760
      0.81330800      0.23506376
      0.81357902      0.23980326
      0.81384999      0.23599101
      0.81412202      0.23601202
      0.81439298      0.23719166
      0.81466401      0.23865045
      0.81493598      0.23848692
      0.81520802      0.23024250
      0.81547898      0.23878434
      0.81575102      0.23737416
      0.81602299      0.24035643
      0.81629598      0.23533222
      0.81656700      0.23693039
      0.81683898      0.24027022
      0.81711203      0.23825435
      0.81738400      0.24072231
      0.81765699      0.23823392
      0.81792998      0.24174848
      0.81820202      0.23448488
      0.81847501      0.22180655
      0.81874698      0.24055015
      0.81901997      0.23447147
      0.81929302      0.24490366
      0.81956702      0.22557522
      0.81984001      0.22341175
      0.82011300      0.23381463
      0.82038599      0.24047383
      0.82066000      0.23484897
      0.82093298      0.23558810
      0.82120699      0.24108224
      0.82147998      0.22571259
      0.82175398      0.24093779
      0.82202798      0.24554680
      0.82230198      0.22012500
      0.82257599      0.24424044
      0.82284999      0.24719120
      0.82312500      0.24301040
      0.82339901      0.22990118
      0.82367402      0.24342656
      0.82394898      0.24474380
      0.82422298      0.24052473
      0.82449800      0.24321555
      0.82477301      0.24868530
      0.82504803      0.23832137
      0.82532299      0.24449303
      0.82559800      0.24694049
      0.82587302      0.24442065
      0.82614797      0.24788706
      0.82642299      0.24884214
      0.82669902      0.24660020
      0.82697397      0.24499360
      0.82725000      0.24772308
      0.82752699      0.24522578
      0.82780200      0.24600115
      0.82807702      0.24894071
      0.82835299      0.24803860
      0.82862997      0.25015256
      0.82890600      0.24584702
      0.82918298      0.24916752
      0.82945901      0.24329005
      0.82973498      0.24649554
      0.83001202      0.24574313
      0.83028901      0.24938617
      0.83056498      0.24756937
      0.83084202      0.23774721
      0.83111900      0.24223526
      0.83139598      0.24451871
      0.83167398      0.25002801
      0.83195102      0.24725492
      0.83222800      0.24765567
      0.83250499      0.25128784
      0.83278298      0.24148406
      0.83306098      0.22793927
      0.83333802      0.24031210
      0.83361602      0.24507342
      0.83389300      0.24978745
      0.83417100      0.24519428
      0.83444899      0.24945712
      0.83472800      0.23983601
      0.83500600      0.24263364
      0.83528399      0.25471901
      0.83556300      0.25065912
      0.83584100      0.25405428
      0.83612001      0.25148990
      0.83639902      0.25157318
      0.83667803      0.23841869
      0.83695698      0.25698890
      0.83723497      0.25155212
      0.83751500      0.25386145
      0.83779401      0.25635391
      0.83807302      0.24911492
      0.83835298      0.24900970
      0.83863199      0.24865368
      0.83891100      0.22206147
      0.83919102      0.24863780
      0.83947098      0.25940587
      0.83974999      0.25835025
      0.84003001      0.24900994
      0.84030998      0.25007682
      0.84059000      0.25662754
      0.84087002      0.25801984
      0.84115100      0.25935490
      0.84143102      0.25103295
      0.84171200      0.25962712
      0.84199202      0.24989955
      0.84227300      0.25667398
      0.84255397      0.25061078
      0.84283501      0.24784534
      0.84311599      0.26147017
      0.84339702      0.25944002
      0.84367800      0.23882849
      0.84395897      0.26182912
      0.84424001      0.24767496
      0.84452200      0.26065308
      0.84480298      0.25572894
      0.84508502      0.26022357
      0.84536600      0.26010095
      0.84564799      0.26236085
      0.84592998      0.25921091
      0.84621298      0.26098471
      0.84649402      0.26284930
      0.84677601      0.25913472
      0.84705800      0.23741418
      0.84734100      0.25761390
      0.84762299      0.26489727
      0.84790599      0.26375545
      0.84818900      0.26171281
      0.84847099      0.25899501
      0.84875399      0.26434011
      0.84903699      0.26354372
      0.84931999      0.26435280
      0.84960300      0.26193633
      0.84988600      0.22003646
      0.85017002      0.21555480
      0.85045302      0.25716045
      0.85073602      0.26238291
      0.85101998      0.26560859
      0.85130399      0.26547664
      0.85158700      0.24309354
      0.85187101      0.25527040
      0.85215598      0.25881678
      0.85243899      0.26593537
      0.85272300      0.26461788
      0.85300797      0.25402459
      0.85329199      0.26265532
      0.85357702      0.26089280
      0.85386097      0.24828148
      0.85414600      0.22241990
      0.85443097      0.14756548
      0.85471499      0.21900108
      0.85500002      0.24713091
      0.85528499      0.26081308
      0.85557002      0.26653675
      0.85585600      0.25944676
      0.85614097      0.26825845
      0.85642600      0.26690170
      0.85671198      0.26797650
      0.85699701      0.26771665
      0.85728300      0.26976552
      0.85756898      0.26876682
      0.85785401      0.26982375
      0.85813999      0.27303458
      0.85842597      0.26104693
      0.85871202      0.26917966
      0.85899901      0.27102649
      0.85928500      0.27205347
      0.85957199      0.26992316
      0.85985798      0.26955480
      0.86014497      0.26822667
      0.86043203      0.27164602
      0.86071801      0.26659925
      0.86100501      0.27237972
      0.86129200      0.25791614
      0.86157900      0.27259818
      0.86186701      0.27073607
      0.86215401      0.27430895
      0.86244100      0.26524168
      0.86272901      0.27377913
      0.86301601      0.27555048
      0.86330402      0.27445911
      0.86359102      0.27396698
      0.86387998      0.27331656
      0.86416698      0.27268668
      0.86445498      0.27095843
      0.86474299      0.27761554
      0.86503202      0.26473727
      0.86532098      0.27526990
      0.86560899      0.27142796
      0.86589700      0.26719404
      0.86618602      0.23695784
      0.86647499      0.15995613
      0.86676401      0.24651691
      0.86705297      0.26761794
      0.86734200      0.27104000
      0.86763102      0.25205111
      0.86791998      0.27562204
      0.86820900      0.26699330
      0.86849898      0.27431236
      0.86878800      0.27467269
      0.86907798      0.22636780
      0.86936700      0.27219110
      0.86965698      0.27652832
      0.86994702      0.28256038
      0.87023699      0.26416896
      0.87052798      0.27851695
      0.87081701      0.28157802
      0.87110698      0.28090345
      0.87139797      0.26237898
      0.87168801      0.27819444
      0.87197900      0.27305204
      0.87226897      0.28177328
      0.87256002      0.28284635
      0.87285101      0.28476199
      0.87314200      0.27620177
      0.87343299      0.28485507
      0.87372398      0.26554847
      0.87401497      0.27731049
      0.87430698      0.28253789
      0.87459898      0.27771195
      0.87489003      0.28216598
      0.87518102      0.28288048
      0.87547302      0.27409609
