wavelength       flux
  microns         mJy
      
     0.800134   0.00841303
     0.800401   0.00872711
     0.800668   0.00861331
     0.800935   0.00869485
     0.801202   0.00889744
     0.801469   0.00888766
     0.801736   0.00902950
     0.802003   0.00910778
     0.802270   0.00893163
     0.802538   0.00899300
     0.802805   0.00894336
     0.803073   0.00905513
     0.803340   0.00908919
     0.803608   0.00927011
     0.803876   0.00929437
     0.804145   0.00919157
     0.804412   0.00938464
     0.804680   0.00950305
     0.804949   0.00873131
     0.805217   0.00942129
     0.805485   0.00954939
     0.805754   0.00948906
     0.806022   0.00960006
     0.806291   0.00968029
     0.806560   0.00969943
     0.806829   0.00939325
     0.807098   0.00937680
     0.807367   0.00950880
     0.807636   0.00929783
     0.807905   0.00967315
     0.808174   0.00986084
     0.808444   0.00979818
     0.808713   0.00987908
     0.808983    0.0100568
     0.809253    0.0100045
     0.809523   0.00982966
     0.809792    0.0101946
     0.810062    0.0102794
     0.810332    0.0100377
     0.810602    0.0101909
     0.810872    0.0102030
     0.811143    0.0103160
     0.811413   0.00988980
     0.811683    0.0103055
     0.811954   0.00985696
     0.812225    0.0101811
     0.812495    0.0104419
     0.812766   0.00990894
     0.813037    0.0106368
     0.813308    0.0107017
     0.813579    0.0105773
     0.813850    0.0107225
     0.814122    0.0106535
     0.814393    0.0104886
     0.814664    0.0108176
     0.814936    0.0108304
     0.815208    0.0107787
     0.815479    0.0108773
     0.815751    0.0108281
     0.816023    0.0106837
     0.816296    0.0102825
     0.816567    0.0106993
     0.816839    0.0109050
     0.817112    0.0107558
     0.817384    0.0107927
     0.817657    0.0106207
     0.817930    0.0103039
     0.818202   0.00946376
     0.818475   0.00580130
     0.818747   0.00804970
     0.819020   0.00946501
     0.819293   0.00918963
     0.819567   0.00629250
     0.819840   0.00575243
     0.820113   0.00860530
     0.820386   0.00964978
     0.820660   0.00927311
     0.820933   0.00935672
     0.821207   0.00975164
     0.821480   0.00998140
     0.821754    0.0100168
     0.822028   0.00996558
     0.822302   0.00993563
     0.822576    0.0102493
     0.822850    0.0103376
     0.823125    0.0104530
     0.823399    0.0103311
     0.823674    0.0105173
     0.823949    0.0106293
     0.824223    0.0104458
     0.824498    0.0103131
     0.824773    0.0106780
     0.825048    0.0107492
     0.825323    0.0103657
     0.825598    0.0103768
     0.825873    0.0102947
     0.826148    0.0106102
     0.826423    0.0106827
     0.826699    0.0107361
     0.826974    0.0103662
     0.827250   0.00974395
     0.827527    0.0102341
     0.827802    0.0102630
     0.828077   0.00998636
     0.828353   0.00997391
     0.828630    0.0100494
     0.828906    0.0102541
     0.829183   0.00952193
     0.829459    0.0100461
     0.829735    0.0101822
     0.830012    0.0100019
     0.830289   0.00998498
     0.830565   0.00986404
     0.830842   0.00982569
     0.831119   0.00999653
     0.831396    0.0100905
     0.831674    0.0102589
     0.831951    0.0102490
     0.832228    0.0104659
     0.832505    0.0102206
     0.832783   0.00974819
     0.833061   0.00929547
     0.833338    0.0105078
     0.833616   0.00999413
     0.833893    0.0101356
     0.834171    0.0103397
     0.834449   0.00996780
     0.834728    0.0101417
     0.835006   0.00986763
     0.835284    0.0101558
     0.835563   0.00959934
     0.835841    0.0101268
     0.836120    0.0104372
     0.836399    0.0101997
     0.836678   0.00934531
     0.836957    0.0105038
     0.837235    0.0101821
     0.837515    0.0100995
     0.837794    0.0101367
     0.838073   0.00962089
     0.838353   0.00965013
     0.838632   0.00950080
     0.838911   0.00846381
     0.839191   0.00960879
     0.839471    0.0103506
     0.839750    0.0101830
     0.840030   0.00971310
     0.840310    0.0103977
     0.840590    0.0104701
     0.840870    0.0105336
     0.841151    0.0104010
     0.841431   0.00954139
     0.841712    0.0106856
     0.841992    0.0101359
     0.842273   0.00997859
     0.842554    0.0101287
     0.842835   0.00912951
     0.843116    0.0100030
     0.843397    0.0104099
     0.843678   0.00623311
     0.843959   0.00890379
     0.844240   0.00960001
     0.844522   0.00772798
     0.844803   0.00803264
     0.845085   0.00852338
     0.845366   0.00766349
     0.845648   0.00711510
     0.845930   0.00754179
     0.846213   0.00783917
     0.846494   0.00783933
     0.846776   0.00759454
     0.847058   0.00703690
     0.847341   0.00754026
     0.847623   0.00761088
     0.847906   0.00814034
     0.848189   0.00816659
     0.848471   0.00802065
     0.848754   0.00831020
     0.849037   0.00830803
     0.849320   0.00847967
     0.849603   0.00853091
     0.849886   0.00835938
     0.850170   0.00781220
     0.850453   0.00852052
     0.850736   0.00856271
     0.851020   0.00766537
     0.851304   0.00836109
     0.851587   0.00806078
     0.851871   0.00788311
     0.852156   0.00784647
     0.852439   0.00838200
     0.852723   0.00852969
     0.853008   0.00844066
     0.853292   0.00841023
     0.853577   0.00841371
     0.853861   0.00872919
     0.854146   0.00880046
     0.854431   0.00751843
     0.854715   0.00884144
     0.855000   0.00879755
     0.855285   0.00941645
     0.855570   0.00925224
     0.855856   0.00934770
     0.856141   0.00912497
     0.856426   0.00950924
     0.856712   0.00930822
     0.856997   0.00950855
     0.857283   0.00938177
     0.857569   0.00948979
     0.857854   0.00953916
     0.858140   0.00976397
     0.858426   0.00942165
     0.858712   0.00957724
     0.858999   0.00976496
     0.859285   0.00966354
     0.859572   0.00969249
     0.859858   0.00980863
     0.860145   0.00995845
     0.860432   0.00985495
     0.860718   0.00998481
     0.861005    0.0100833
     0.861292   0.00984112
     0.861579    0.0101667
     0.861867    0.0101961
     0.862154    0.0105360
     0.862441    0.0103105
     0.862729    0.0105410
     0.863016    0.0107302
     0.863304    0.0103663
     0.863591    0.0106713
     0.863880    0.0106374
     0.864167    0.0107012
     0.864455    0.0108435
     0.864743    0.0107845
     0.865032    0.0107421
     0.865321    0.0105263
     0.865609    0.0108595
     0.865897    0.0107874
     0.866186    0.0106853
     0.866475   0.00869006
     0.866764    0.0108211
     0.867053    0.0110092
     0.867342    0.0110966
     0.867631    0.0102039
     0.867920    0.0107513
     0.868209    0.0111484
     0.868499    0.0106982
     0.868788    0.0111324
     0.869078   0.00901752
     0.869367    0.0102923
     0.869657   0.00996590
     0.869947    0.0104902
     0.870237    0.0104879
     0.870528    0.0104302
     0.870817    0.0107190
     0.871107    0.0107688
     0.871398    0.0101534
     0.871688    0.0100142
     0.871979    0.0101864
     0.872269    0.0106105
     0.872560    0.0108980
     0.872851    0.0109935
     0.873142    0.0116728
     0.873433    0.0107205
     0.873724    0.0106460
     0.874015    0.0108731
     0.874307    0.0110993
     0.874599    0.0117530
     0.874890    0.0110332
     0.875181    0.0113068
     0.875473    0.0114526
     0.875766    0.0115834
     0.876058    0.0115533
     0.876350    0.0121683
     0.876641    0.0116876
     0.876933    0.0111031
     0.877225    0.0123406
     0.877518    0.0117721
     0.877810    0.0124838
     0.878103    0.0114235
     0.878396    0.0120851
     0.878689    0.0124721
     0.878982    0.0122329
     0.879275    0.0126147
     0.879568    0.0120846
     0.879861    0.0125183
     0.880154    0.0124458
     0.880448    0.0103742
     0.880741    0.0118689
     0.881034    0.0111202
     0.881328    0.0122406
     0.881622    0.0125122
     0.881916    0.0128480
     0.882209    0.0129954
