wavelength       flux
  microns         mJy
      
     0.800134  8.17052e-08
     0.800401  8.42945e-08
     0.800668  8.48138e-08
     0.800935  8.51219e-08
     0.801202  8.57046e-08
     0.801469  8.60846e-08
     0.801736  8.65933e-08
     0.802003  8.70302e-08
     0.802270  8.74535e-08
     0.802538  8.79121e-08
     0.802805  8.80552e-08
     0.803073  8.79382e-08
     0.803340  8.92814e-08
     0.803608  8.94076e-08
     0.803876  8.99566e-08
     0.804145  9.06444e-08
     0.804412  9.10913e-08
     0.804680  9.14158e-08
     0.804949  8.94120e-08
     0.805217  9.21525e-08
     0.805485  9.29571e-08
     0.805754  9.30992e-08
     0.806022  9.38849e-08
     0.806291  9.44365e-08
     0.806560  9.49071e-08
     0.806829  9.54033e-08
     0.807098  9.57453e-08
     0.807367  9.59180e-08
     0.807636  9.62873e-08
     0.807905  9.73916e-08
     0.808174  9.77507e-08
     0.808444  9.83341e-08
     0.808713  9.69913e-08
     0.808983  9.94070e-08
     0.809253  9.97125e-08
     0.809523  9.98542e-08
     0.809792  1.00618e-07
     0.810062  1.00352e-07
     0.810332  1.01963e-07
     0.810602  1.02474e-07
     0.810872  1.03022e-07
     0.811143  1.03517e-07
     0.811413  1.04066e-07
     0.811683  1.04629e-07
     0.811954  1.05113e-07
     0.812225  1.05739e-07
     0.812495  1.06285e-07
     0.812766  1.06787e-07
     0.813037  1.07369e-07
     0.813308  1.07899e-07
     0.813579  1.08490e-07
     0.813850  1.09039e-07
     0.814122  1.09541e-07
     0.814393  1.10106e-07
     0.814664  1.10704e-07
     0.814936  1.11281e-07
     0.815208  1.11511e-07
     0.815479  1.12442e-07
     0.815751  1.13003e-07
     0.816023  1.13618e-07
     0.816296  1.14123e-07
     0.816567  1.14302e-07
     0.816839  1.15405e-07
     0.817112  1.15959e-07
     0.817384  1.16569e-07
     0.817657  1.17147e-07
     0.817930  1.17843e-07
     0.818202  1.18186e-07
     0.818475  1.15120e-07
     0.818747  1.19640e-07
     0.819020  1.19983e-07
     0.819293  1.20923e-07
     0.819567  1.19585e-07
     0.819840  1.18710e-07
     0.820113  1.21434e-07
     0.820386  1.22870e-07
     0.820660  1.23797e-07
     0.820933  1.23938e-07
     0.821207  1.25201e-07
     0.821480  1.22953e-07
     0.821754  1.26409e-07
     0.822028  1.27354e-07
     0.822302  1.23656e-07
     0.822576  1.28702e-07
     0.822850  1.29407e-07
     0.823125  1.30004e-07
     0.823399  1.27458e-07
     0.823674  1.31223e-07
     0.823949  1.32077e-07
     0.824223  1.31853e-07
     0.824498  1.33468e-07
     0.824773  1.34212e-07
     0.825048  1.32974e-07
     0.825323  1.35456e-07
     0.825598  1.36157e-07
     0.825873  1.36885e-07
     0.826148  1.37656e-07
     0.826423  1.38412e-07
     0.826699  1.39021e-07
     0.826974  1.39796e-07
     0.827250  1.40445e-07
     0.827527  1.41226e-07
     0.827802  1.41851e-07
     0.828077  1.42683e-07
     0.828353  1.43414e-07
     0.828630  1.44180e-07
     0.828906  1.44923e-07
     0.829183  1.45903e-07
     0.829459  1.45763e-07
     0.829735  1.46923e-07
     0.830012  1.48054e-07
     0.830289  1.48765e-07
     0.830565  1.49460e-07
     0.830842  1.48208e-07
     0.831119  1.50532e-07
     0.831396  1.51546e-07
     0.831674  1.52795e-07
     0.831951  1.52521e-07
     0.832228  1.54321e-07
     0.832505  1.55172e-07
     0.832783  1.55358e-07
     0.833061  1.50845e-07
     0.833338  1.55751e-07
     0.833616  1.57011e-07
     0.833893  1.59156e-07
     0.834171  1.59121e-07
     0.834449  1.60759e-07
     0.834728  1.59474e-07
     0.835006  1.62216e-07
     0.835284  1.63587e-07
     0.835563  1.64295e-07
     0.835841  1.65288e-07
     0.836120  1.65973e-07
     0.836399  1.66825e-07
     0.836678  1.66437e-07
     0.836957  1.68857e-07
     0.837235  1.69679e-07
     0.837515  1.70437e-07
     0.837794  1.71452e-07
     0.838073  1.72058e-07
     0.838353  1.72997e-07
     0.838632  1.74049e-07
     0.838911  1.67827e-07
     0.839191  1.75830e-07
     0.839471  1.76975e-07
     0.839750  1.77976e-07
     0.840030  1.78358e-07
     0.840310  1.79233e-07
     0.840590  1.80837e-07
     0.840870  1.81908e-07
     0.841151  1.82790e-07
     0.841431  1.83042e-07
     0.841712  1.84566e-07
     0.841992  1.83691e-07
     0.842273  1.86739e-07
     0.842554  1.87196e-07
     0.842835  1.87946e-07
     0.843116  1.89863e-07
     0.843397  1.90560e-07
     0.843678  1.88610e-07
     0.843959  1.92426e-07
     0.844240  1.91717e-07
     0.844522  1.94491e-07
     0.844803  1.94639e-07
     0.845085  1.97139e-07
     0.845366  1.98104e-07
     0.845648  1.99273e-07
     0.845930  2.00268e-07
     0.846213  2.01147e-07
     0.846494  2.02135e-07
     0.846776  2.02717e-07
     0.847058  1.97692e-07
     0.847341  2.04915e-07
     0.847623  2.06608e-07
     0.847906  2.07950e-07
     0.848189  2.08882e-07
     0.848471  2.09900e-07
     0.848754  2.11279e-07
     0.849037  2.12393e-07
     0.849320  2.13026e-07
     0.849603  2.13353e-07
     0.849886  1.92942e-07
     0.850170  1.86952e-07
     0.850453  2.14271e-07
     0.850736  2.17904e-07
     0.851020  2.19712e-07
     0.851304  2.21295e-07
     0.851587  2.16547e-07
     0.851871  2.21351e-07
     0.852156  2.24770e-07
     0.852439  2.26365e-07
     0.852723  2.27241e-07
     0.853008  2.25176e-07
     0.853292  2.28779e-07
     0.853577  2.28596e-07
     0.853861  2.25302e-07
     0.854146  2.09791e-07
     0.854431  1.45859e-07
     0.854715  2.06886e-07
     0.855000  2.29104e-07
     0.855285  2.35227e-07
     0.855570  2.38495e-07
     0.855856  2.37819e-07
     0.856141  2.42377e-07
     0.856426  2.43880e-07
     0.856712  2.45512e-07
     0.856997  2.46906e-07
     0.857283  2.48291e-07
     0.857569  2.49765e-07
     0.857854  2.51132e-07
     0.858140  2.52591e-07
     0.858426  2.51131e-07
     0.858712  2.54975e-07
     0.858999  2.56347e-07
     0.859285  2.57632e-07
     0.859572  2.57964e-07
     0.859858  2.57499e-07
     0.860145  2.57735e-07
     0.860432  2.62036e-07
     0.860718  2.63582e-07
     0.861005  2.66122e-07
     0.861292  2.62478e-07
     0.861579  2.69424e-07
     0.861867  2.70141e-07
     0.862154  2.72635e-07
     0.862441  2.71268e-07
     0.862729  2.75300e-07
     0.863016  2.77283e-07
     0.863304  2.78499e-07
     0.863591  2.80008e-07
     0.863880  2.81120e-07
     0.864167  2.82510e-07
     0.864455  2.83320e-07
     0.864743  2.85906e-07
     0.865032  2.83667e-07
     0.865321  2.88078e-07
     0.865609  2.88323e-07
     0.865897  2.86502e-07
     0.866186  2.68009e-07
     0.866475  1.95259e-07
     0.866764  2.74168e-07
     0.867053  2.91445e-07
     0.867342  2.96787e-07
     0.867631  2.92593e-07
     0.867920  3.02735e-07
     0.868209  3.01965e-07
     0.868499  3.06758e-07
     0.868788  3.08024e-07
     0.869078  2.93750e-07
     0.869367  3.11604e-07
     0.869657  3.12968e-07
     0.869947  3.16218e-07
