wavelength       flux
  microns         mJy
      
      0.80013400   3.0123691e-06
      0.80040097   3.1538652e-06
      0.80066800   3.1902986e-06
      0.80093497   3.1716672e-06
      0.80120200   3.2286739e-06
      0.80146903   3.2309350e-06
      0.80173600   3.2621879e-06
      0.80200303   3.2764536e-06
      0.80227000   3.2824305e-06
      0.80253798   3.3102262e-06
      0.80280501   3.2651783e-06
      0.80307299   3.2307381e-06
      0.80334002   3.3651761e-06
      0.80360800   3.3227439e-06
      0.80387598   3.3547888e-06
      0.80414498   3.4126000e-06
      0.80441201   3.4259881e-06
      0.80467999   3.4222783e-06
      0.80494899   3.2384618e-06
      0.80521703   3.4096569e-06
      0.80548501   3.4958129e-06
      0.80575401   3.4462114e-06
      0.80602199   3.5135508e-06
      0.80629098   3.5538407e-06
      0.80655998   3.5663116e-06
      0.80682898   3.5907731e-06
      0.80709797   3.5785295e-06
      0.80736703   3.5223916e-06
      0.80763602   3.5471739e-06
      0.80790502   3.6672935e-06
      0.80817401   3.6497729e-06
      0.80844402   3.6842949e-06
      0.80871302   3.5774567e-06
      0.80898303   3.7443619e-06
      0.80925298   3.7051197e-06
      0.80952299   3.6557081e-06
      0.80979198   3.7374003e-06
      0.81006199   3.6783160e-06
      0.81033200   3.8328618e-06
      0.81060201   3.8406483e-06
      0.81087202   3.8660921e-06
      0.81114298   3.8755568e-06
      0.81141299   3.9060172e-06
      0.81168300   3.9247851e-06
      0.81195402   3.9342022e-06
      0.81222498   3.9776488e-06
      0.81249499   3.9976047e-06
      0.81276602   4.0016330e-06
      0.81303698   4.0347350e-06
      0.81330800   4.0444097e-06
      0.81357902   4.0791157e-06
      0.81384999   4.0926136e-06
      0.81412202   4.1003727e-06
      0.81439298   4.1236008e-06
      0.81466401   4.1485863e-06
      0.81493598   4.1691183e-06
      0.81520802   4.1037664e-06
      0.81547898   4.2159687e-06
      0.81575102   4.2273775e-06
      0.81602299   4.2636803e-06
      0.81629598   4.2640732e-06
      0.81656700   4.2282640e-06
      0.81683898   4.3281540e-06
      0.81711203   4.3374735e-06
      0.81738400   4.3623596e-06
      0.81765699   4.3789044e-06
      0.81792998   4.4261364e-06
      0.81820202   4.3910866e-06
      0.81847501   4.2066869e-06
      0.81874698   4.4883409e-06
      0.81901997   4.4463953e-06
      0.81929302   4.5434561e-06
      0.81956702   4.4074649e-06
      0.81984001   4.3696693e-06
      0.82011300   4.4682312e-06
      0.82038599   4.5416459e-06
      0.82066000   4.5878280e-06
      0.82093298   4.5783319e-06
      0.82120699   4.6580360e-06
      0.82147998   4.4611090e-06
      0.82175398   4.6758409e-06
      0.82202798   4.7817302e-06
      0.82230198   4.5121628e-06
      0.82257599   4.8254109e-06
      0.82284999   4.8643750e-06
      0.82312500   4.8740023e-06
      0.82339901   4.6068063e-06
      0.82367402   4.8724642e-06
      0.82394898   4.9452264e-06
      0.82422298   4.8756857e-06
      0.82449800   4.9940422e-06
      0.82477301   5.0425288e-06
      0.82504803   4.8250010e-06
      0.82532299   5.0397650e-06
      0.82559800   5.0731728e-06
      0.82587302   5.1089492e-06
      0.82614797   5.1477905e-06
      0.82642299   5.1839028e-06
      0.82669902   5.1788775e-06
      0.82697397   5.2156953e-06
      0.82725000   5.2272366e-06
      0.82752699   5.2616485e-06
      0.82780200   5.2643021e-06
      0.82807702   5.3185090e-06
      0.82835299   5.3478262e-06
      0.82862997   5.3868070e-06
      0.82890600   5.3814393e-06
      0.82918298   5.4724170e-06
      0.82945901   5.3620916e-06
      0.82973498   5.4358144e-06
      0.83001202   5.5183417e-06
      0.83028901   5.5393187e-06
      0.83056498   5.5579117e-06
      0.83084202   5.3768056e-06
      0.83111900   5.5301417e-06
      0.83139598   5.6069965e-06
      0.83167398   5.7102625e-06
      0.83195102   5.6094880e-06
      0.83222800   5.7413548e-06
      0.83250499   5.7885093e-06
      0.83278298   5.7764673e-06
      0.83306098   5.5062674e-06
      0.83333802   5.7048524e-06
      0.83361602   5.6854209e-06
      0.83389300   5.8996862e-06
      0.83417100   5.8038364e-06
      0.83444899   5.9480323e-06
      0.83472800   5.8068626e-06
      0.83500600   5.9850608e-06
      0.83528399   6.1044403e-06
      0.83556300   6.0948644e-06
      0.83584100   6.1599624e-06
      0.83612001   6.1546911e-06
      0.83639902   6.1733569e-06
      0.83667803   6.0696837e-06
      0.83695698   6.2964970e-06
      0.83723497   6.3060468e-06
      0.83751500   6.3175994e-06
      0.83779401   6.3803555e-06
      0.83807302   6.3690011e-06
      0.83835298   6.4073147e-06
      0.83863199   6.4591577e-06
      0.83891100   6.0973873e-06
      0.83919102   6.5344463e-06
      0.83947098   6.6024209e-06
      0.83974999   6.6311599e-06
      0.84003001   6.5537597e-06
      0.84030998   6.5666855e-06
      0.84059000   6.7081142e-06
      0.84087002   6.7794501e-06
      0.84115100   6.8060675e-06
      0.84143102   6.7634440e-06
      0.84171200   6.8651171e-06
      0.84199202   6.6971364e-06
      0.84227300   6.9306296e-06
      0.84255397   6.8569211e-06
      0.84283501   6.9245091e-06
      0.84311599   7.0765138e-06
      0.84339702   7.0566670e-06
      0.84367800   6.8237807e-06
      0.84395897   7.1580791e-06
      0.84424001   6.9880716e-06
      0.84452200   7.1977706e-06
      0.84480298   7.0148225e-06
      0.84508502   7.3394243e-06
      0.84536600   7.3609133e-06
      0.84564799   7.4254110e-06
      0.84592998   7.4502914e-06
      0.84621298   7.4558851e-06
      0.84649402   7.5074397e-06
      0.84677601   7.4831995e-06
      0.84705800   7.1294856e-06
      0.84734100   7.5314756e-06
      0.84762299   7.6836291e-06
      0.84790599   7.7509828e-06
      0.84818900   7.7359861e-06
      0.84847099   7.7513840e-06
      0.84875399   7.8602918e-06
      0.84903699   7.9180856e-06
      0.84931999   7.9077647e-06
      0.84960300   7.9198941e-06
      0.84988600   6.8533195e-06
      0.85017002   6.6653231e-06
      0.85045302   7.7595820e-06
      0.85073602   8.0328682e-06
      0.85101998   8.1211060e-06
      0.85130399   8.2216923e-06
      0.85158700   7.8346957e-06
      0.85187101   8.1122859e-06
      0.85215598   8.3371712e-06
      0.85243899   8.4494069e-06
      0.85272300   8.4432577e-06
      0.85300797   8.1309410e-06
      0.85329199   8.4822649e-06
      0.85357702   8.4327198e-06
      0.85386097   8.1321553e-06
      0.85414600   7.4471391e-06
      0.85443097   5.0257386e-06
      0.85471499   7.2889746e-06
      0.85500002   8.2788499e-06
      0.85528499   8.6293080e-06
      0.85557002   8.8359074e-06
      0.85585600   8.6790321e-06
      0.85614097   9.0042106e-06
      0.85642600   9.0333288e-06
      0.85671198   9.1249000e-06
      0.85699701   9.1686544e-06
      0.85728300   9.2281185e-06
      0.85756898   9.2924407e-06
      0.85785401   9.3420513e-06
      0.85813999   9.4312625e-06
      0.85842597   9.2084353e-06
      0.85871202   9.4337519e-06
      0.85899901   9.5013560e-06
      0.85928500   9.5631006e-06
      0.85957199   9.4530906e-06
      0.85985798   9.3195228e-06
      0.86014497   9.2998176e-06
      0.86043203   9.6296692e-06
      0.86071801   9.5763349e-06
