wavelength       flux
  microns         mJy
      
     0.800134   0.00259359
     0.800401   0.00268111
     0.800668   0.00266134
     0.800935   0.00268417
     0.801202   0.00269493
     0.801469   0.00269447
     0.801736   0.00269898
     0.802003   0.00270584
     0.802270   0.00269130
     0.802538   0.00270029
     0.802805   0.00263066
     0.803073   0.00267138
     0.803340   0.00270753
     0.803608   0.00270918
     0.803876   0.00271410
     0.804145   0.00270681
     0.804412   0.00271317
     0.804680   0.00271469
     0.804949   0.00257233
     0.805217   0.00272502
     0.805485   0.00273157
     0.805754   0.00271432
     0.806022   0.00273432
     0.806291   0.00273712
     0.806560   0.00273050
     0.806829   0.00271601
     0.807098   0.00266012
     0.807367   0.00271089
     0.807636   0.00266330
     0.807905   0.00274185
     0.808174   0.00274281
     0.808444   0.00274909
     0.808713   0.00269423
     0.808983   0.00276026
     0.809253   0.00275316
     0.809523   0.00273051
     0.809792   0.00275935
     0.810062   0.00275539
     0.810332   0.00275202
     0.810602   0.00276986
     0.810872   0.00277100
     0.811143   0.00277193
     0.811413   0.00275314
     0.811683   0.00277835
     0.811954   0.00272044
     0.812225   0.00277416
     0.812495   0.00278411
     0.812766   0.00275220
     0.813037   0.00279085
     0.813308   0.00278208
     0.813579   0.00278084
     0.813850   0.00279788
     0.814122   0.00279508
     0.814393   0.00278985
     0.814664   0.00279422
     0.814936   0.00280580
     0.815208   0.00280435
     0.815479   0.00281263
     0.815751   0.00280992
     0.816023   0.00280626
     0.816296   0.00276328
     0.816567   0.00280558
     0.816839   0.00281608
     0.817112   0.00281089
     0.817384   0.00281564
     0.817657   0.00281216
     0.817930   0.00281008
     0.818202   0.00278309
     0.818475   0.00227987
     0.818747   0.00270189
     0.819020   0.00277085
     0.819293   0.00278871
     0.819567   0.00241733
     0.819840   0.00234763
     0.820113   0.00274300
     0.820386   0.00280462
     0.820660   0.00274589
     0.820933   0.00278819
     0.821207   0.00281595
     0.821480   0.00278197
     0.821754   0.00282594
     0.822028   0.00281949
     0.822302   0.00270931
     0.822576   0.00283330
     0.822850   0.00283661
     0.823125   0.00283992
     0.823399   0.00281489
     0.823674   0.00284330
     0.823949   0.00284897
     0.824223   0.00279349
     0.824498   0.00282240
     0.824773   0.00285174
     0.825048   0.00283893
     0.825323   0.00284989
     0.825598   0.00283894
     0.825873   0.00280697
     0.826148   0.00285969
     0.826423   0.00285723
     0.826699   0.00285511
     0.826974   0.00284523
     0.827250   0.00284395
     0.827527   0.00285660
     0.827802   0.00285774
     0.828077   0.00285405
     0.828353   0.00285206
     0.828630   0.00285394
     0.828906   0.00286414
     0.829183   0.00283883
     0.829459   0.00283169
     0.829735   0.00286533
     0.830012   0.00285959
     0.830289   0.00286449
     0.830565   0.00285630
     0.830842   0.00280690
     0.831119   0.00285028
     0.831396   0.00284827
     0.831674   0.00287671
     0.831951   0.00287559
     0.832228   0.00287989
     0.832505   0.00286510
     0.832783   0.00274345
     0.833061   0.00261184
     0.833338   0.00285594
     0.833616   0.00281522
     0.833893   0.00287768
     0.834171   0.00287374
     0.834449   0.00287602
     0.834728   0.00287329
     0.835006   0.00281276
     0.835284   0.00289399
     0.835563   0.00281362
     0.835841   0.00289116
     0.836120   0.00289567
     0.836399   0.00286519
     0.836678   0.00267037
     0.836957   0.00290492
     0.837235   0.00288980
     0.837515   0.00289333
     0.837794   0.00289608
     0.838073   0.00272708
     0.838353   0.00274502
     0.838632   0.00273607
     0.838911   0.00250565
     0.839191   0.00278704
     0.839471   0.00290956
     0.839750   0.00289883
     0.840030   0.00276514
     0.840310   0.00288792
     0.840590   0.00291714
     0.840870   0.00291885
     0.841151   0.00291853
     0.841431   0.00271443
     0.841712   0.00292425
     0.841992   0.00284355
     0.842273   0.00291305
     0.842554   0.00284058
     0.842835   0.00265975
     0.843116   0.00290347
     0.843397   0.00292072
     0.843678   0.00233260
     0.843959   0.00283452
     0.844240   0.00284402
     0.844522   0.00286762
     0.844803   0.00288875
     0.845085   0.00290116
     0.845366   0.00281219
     0.845648   0.00285144
     0.845930   0.00284796
     0.846213   0.00287595
     0.846494   0.00288929
     0.846776   0.00287252
     0.847058   0.00257569
     0.847341   0.00286672
     0.847623   0.00288471
     0.847906   0.00289949
     0.848189   0.00289863
     0.848471   0.00288404
     0.848754   0.00290630
     0.849037   0.00290807
     0.849320   0.00290652
     0.849603   0.00288015
     0.849886   0.00262479
     0.850170   0.00255606
     0.850453   0.00289995
     0.850736   0.00291053
     0.851020   0.00288996
     0.851304   0.00291386
     0.851587   0.00272540
     0.851871   0.00283771
     0.852156   0.00275918
     0.852439   0.00291963
     0.852723   0.00292092
     0.853008   0.00291453
     0.853292   0.00289879
     0.853577   0.00289895
     0.853861   0.00287058
     0.854146   0.00268674
     0.854431   0.00189632
     0.854715   0.00267233
     0.855000   0.00280101
     0.855285   0.00291944
     0.855570   0.00294172
     0.855856   0.00294809
     0.856141   0.00294763
     0.856426   0.00296399
     0.856712   0.00295415
     0.856997   0.00297076
     0.857283   0.00294978
     0.857569   0.00296688
     0.857854   0.00297218
     0.858140   0.00296871
     0.858426   0.00291572
     0.858712   0.00298205
     0.858999   0.00298965
     0.859285   0.00298874
     0.859572   0.00298610
     0.859858   0.00299189
     0.860145   0.00299331
     0.860432   0.00299013
     0.860718   0.00299783
     0.861005   0.00300009
     0.861292   0.00289479
     0.861579   0.00298963
     0.861867   0.00300193
     0.862154   0.00300824
     0.862441   0.00295190
     0.862729   0.00302003
     0.863016   0.00303086
     0.863304   0.00301902
     0.863591   0.00301851
     0.863880   0.00302096
     0.864167   0.00302641
     0.864455   0.00302621
     0.864743   0.00303360
     0.865032   0.00302729
     0.865321   0.00301767
     0.865609   0.00301815
     0.865897   0.00298893
     0.866186   0.00282546
     0.866475   0.00205617
     0.866764   0.00288670
     0.867053   0.00300518
     0.867342   0.00302893
     0.867631   0.00282075
     0.867920   0.00296719
     0.868209   0.00304795
     0.868499   0.00293375
     0.868788   0.00301475
     0.869078   0.00252193
     0.869367   0.00291861
     0.869657   0.00300041
     0.869947   0.00304417
     0.870237   0.00301861
     0.870528   0.00304307
     0.870817   0.00304655
     0.871107   0.00306002
     0.871398   0.00301346
     0.871688   0.00302119
     0.871979   0.00302210
     0.872269   0.00303258
     0.872560   0.00304681
     0.872851   0.00305655
     0.873142   0.00309849
     0.873433   0.00304862
     0.873724   0.00296323
     0.874015   0.00303636
     0.874307   0.00306625
     0.874599   0.00309652
     0.874890   0.00307394
     0.875181   0.00307821
     0.875473   0.00306968
     0.875766   0.00309025
     0.876058   0.00298756
     0.876350   0.00310651
     0.876641   0.00305476
     0.876933   0.00300734
     0.877225   0.00312234
     0.877518   0.00297317
     0.877810   0.00311897
     0.878103   0.00305219
     0.878396   0.00310684
     0.878689   0.00312532
     0.878982   0.00311698
     0.879275   0.00312268
     0.879568   0.00307839
     0.879861   0.00312631
     0.880154   0.00312901
     0.880448   0.00303171
     0.880741   0.00292807
     0.881034   0.00271006
     0.881328   0.00310191
     0.881622   0.00313196
     0.881916   0.00314401
     0.882209   0.00313723
