wavelength       flux
  microns         mJy
      
      0.80013400      0.48615656
      0.80040097      0.52169739
      0.80066800      0.52502269
      0.80093497      0.52097457
      0.80120200      0.53082410
      0.80146903      0.52782899
      0.80173600      0.53469804
      0.80200303      0.52974390
      0.80227000      0.53111939
      0.80253798      0.53541927
      0.80280501      0.51681930
      0.80307299      0.51032902
      0.80334002      0.53689378
      0.80360800      0.52559901
      0.80387598      0.53513139
      0.80414498      0.53654699
      0.80441201      0.53825123
      0.80467999      0.52478201
      0.80494899      0.49101054
      0.80521703      0.52792706
      0.80548501      0.53850499
      0.80575401      0.52834905
      0.80602199      0.54257395
      0.80629098      0.54081066
      0.80655998      0.53920781
      0.80682898      0.54313260
      0.80709797      0.53532771
      0.80736703      0.52149377
      0.80763602      0.52408797
      0.80790502      0.54603878
      0.80817401      0.53909058
      0.80844402      0.54003387
      0.80871302      0.51702944
      0.80898303      0.55133176
      0.80925298      0.53173188
      0.80952299      0.52198461
      0.80979198      0.53714992
      0.81006199      0.52327391
      0.81033200      0.54791457
      0.81060201      0.54411103
      0.81087202      0.54618298
      0.81114298      0.54342383
      0.81141299      0.55205343
      0.81168300      0.54324605
      0.81195402      0.54513997
      0.81222498      0.55451355
      0.81249499      0.55777677
      0.81276602      0.54901334
      0.81303698      0.55497224
      0.81330800      0.55107537
      0.81357902      0.56242795
      0.81384999      0.55372451
      0.81412202      0.55401247
      0.81439298      0.55702049
      0.81466401      0.56068713
      0.81493598      0.56054449
      0.81520802      0.54139977
      0.81547898      0.56172653
      0.81575102      0.55864979
      0.81602299      0.56591214
      0.81629598      0.55432256
      0.81656700      0.55832673
      0.81683898      0.56644110
      0.81711203      0.56193167
      0.81738400      0.56799713
      0.81765699      0.56236875
      0.81792998      0.57091208
      0.81820202      0.55399717
      0.81847501      0.52426961
      0.81874698      0.56881786
      0.81901997      0.55468371
      0.81929302      0.57961343
      0.81956702      0.53410065
      0.81984001      0.52920718
      0.82011300      0.55408848
      0.82038599      0.57011582
      0.82066000      0.55702205
      0.82093298      0.55901688
      0.82120699      0.57230205
      0.82147998      0.53604799
      0.82175398      0.57245511
      0.82202798      0.58365893
      0.82230198      0.52345912
      0.82257599      0.58105822
      0.82284999      0.58833352
      0.82312500      0.57863492
      0.82339901      0.54765798
      0.82367402      0.58013010
      0.82394898      0.58352363
      0.82422298      0.57371337
      0.82449800      0.58038439
      0.82477301      0.59369543
      0.82504803      0.56920123
      0.82532299      0.58419585
      0.82559800      0.59030088
      0.82587302      0.58453203
      0.82614797      0.59308024
      0.82642299      0.59562499
      0.82669902      0.59051676
      0.82697397      0.58692511
      0.82725000      0.59372360
      0.82752699      0.58799637
      0.82780200      0.59011239
      0.82807702      0.59742415
      0.82835299      0.59551949
      0.82862997      0.60085864
      0.82890600      0.59077503
      0.82918298      0.59901704
      0.82945901      0.58514300
      0.82973498      0.59311181
      0.83001202      0.59156108
      0.83028901      0.60059422
      0.83056498      0.59647947
      0.83084202      0.57306612
      0.83111900      0.58414042
      0.83139598      0.58990558
      0.83167398      0.60346267
      0.83195102      0.59703148
      0.83222800      0.59826166
      0.83250499      0.60730242
      0.83278298      0.58386607
      0.83306098      0.55135985
      0.83333802      0.58154348
      0.83361602      0.59332715
      0.83389300      0.60500517
      0.83417100      0.59414170
      0.83444899      0.60473747
      0.83472800      0.58167091
      0.83500600      0.58871513
      0.83528399      0.61831096
      0.83556300      0.60872470
      0.83584100      0.61724171
      0.83612001      0.61128150
      0.83639902      0.61175413
      0.83667803      0.58002247
      0.83695698      0.62547650
      0.83723497      0.61251373
      0.83751500      0.61841096
      0.83779401      0.62475872
      0.83807302      0.60738525
      0.83835298      0.60739784
      0.83863199      0.60679769
      0.83891100      0.54214334
      0.83919102      0.60729652
      0.83947098      0.63387842
      0.83974999      0.63157821
      0.84003001      0.60901442
      0.84030998      0.61189514
      0.84059000      0.62820219
      0.84087002      0.63189056
      0.84115100      0.63544297
      0.84143102      0.61532634
      0.84171200      0.63667569
      0.84199202      0.61309297
      0.84227300      0.62999328
      0.84255397      0.61538551
      0.84283501      0.60886579
      0.84311599      0.64262327
      0.84339702      0.63791752
      0.84367800      0.58749881
      0.84395897      0.64436516
      0.84424001      0.60980309
      0.84452200      0.64204334
      0.84480298      0.63019464
      0.84508502      0.64155763
      0.84536600      0.64154070
      0.84564799      0.64740386
      0.84592998      0.63991678
      0.84621298      0.64458477
      0.84649402      0.64947913
      0.84677601      0.64058683
      0.84705800      0.58715542
      0.84734100      0.63739745
      0.84762299      0.65571118
      0.84790599      0.65317751
      0.84818900      0.64840968
      0.84847099      0.64196302
      0.84875399      0.65550543
      0.84903699      0.65382353
      0.84931999      0.65612514
      0.84960300      0.65041889
      0.84988600      0.54662150
      0.85017002      0.53572916
      0.85045302      0.63942016
      0.85073602      0.65269836
      0.85101998      0.66101970
      0.85130399      0.66098867
      0.85158700      0.60553036
      0.85187101      0.63614833
      0.85215598      0.64527717
      0.85243899      0.66332250
      0.85272300      0.66033337
      0.85300797      0.63418478
      0.85329199      0.65602706
      0.85357702      0.65191907
      0.85386097      0.62068501
      0.85414600      0.55628422
      0.85443097      0.36923600
      0.85471499      0.54822754
      0.85500002      0.61892468
      0.85528499      0.65348588
      0.85557002      0.66812850
      0.85585600      0.65065060
      0.85614097      0.67305292
      0.85642600      0.66995120
      0.85671198      0.67295386
      0.85699701      0.67260514
      0.85728300      0.67805979
      0.85756898      0.67585577
      0.85785401      0.67882001
      0.85813999      0.68720889
      0.85842597      0.65733453
      0.85871202      0.67812072
      0.85899901      0.68308372
      0.85928500      0.68598276
      0.85957199      0.68092070
      0.85985798      0.68029956
      0.86014497      0.67725550
      0.86043203      0.68620114
      0.86071801      0.67375778
      0.86100501      0.68867938
      0.86129200      0.65240671
      0.86157900      0.68985901
      0.86186701      0.68545913
      0.86215401      0.69482090
      0.86244100      0.67215912
      0.86272901      0.69411083
      0.86301601      0.69891929
      0.86330402      0.69646918
      0.86359102      0.69553638
      0.86387998      0.69420284
      0.86416698      0.69291792
      0.86445498      0.68884060
      0.86474299      0.70608660
      0.86503202      0.67364031
      0.86532098      0.70076208
      0.86560899      0.69129694
      0.86589700      0.68082390
      0.86618602      0.60405728
      0.86647499      0.40794972
      0.86676401      0.62900103
      0.86705297      0.68315416
      0.86734200      0.69220653
      0.86763102      0.64400582
      0.86791998      0.70455353
      0.86820900      0.68280892
      0.86849898      0.70184937
      0.86878800      0.70309313
      0.86907798      0.57971077
      0.86936700      0.69737999
      0.86965698      0.70881823
      0.86994702      0.72461276
      0.87023699      0.67776019
      0.87052798      0.71490136
      0.87081701      0.72308953
      0.87110698      0.72168874
      0.87139797      0.67440697
      0.87168801      0.71538674
      0.87197900      0.70248679
      0.87226897      0.72525739
      0.87256002      0.72835501
      0.87285101      0.73362605
      0.87314200      0.71190067
      0.87343299      0.73454261
      0.87372398      0.68507359
      0.87401497      0.71574764
      0.87430698      0.72957719
      0.87459898      0.71744742
      0.87489003      0.72929034
      0.87518102      0.73147411
      0.87547302      0.70908696
