wavelength       flux
  microns         mJy
      
      0.80013400    0.0069689924
      0.80040097    0.0071342515
      0.80066800    0.0071519603
      0.80093497    0.0071554579
      0.80120200    0.0071775258
      0.80146903    0.0071856194
      0.80173600    0.0072021766
      0.80200303    0.0072148050
      0.80227000    0.0072245475
      0.80253798    0.0072383340
      0.80280501    0.0072300188
      0.80307299    0.0072090864
      0.80334002    0.0072764788
      0.80360800    0.0072653598
      0.80387598    0.0072836086
      0.80414498    0.0073130408
      0.80441201    0.0073242153
      0.80467999    0.0073304425
      0.80494899    0.0071850368
      0.80521703    0.0073368849
      0.80548501    0.0073735790
      0.80575401    0.0073629533
      0.80602199    0.0073949627
      0.80629098    0.0074139053
      0.80655998    0.0074257891
      0.80682898    0.0074389994
      0.80709797    0.0074426799
      0.80736703    0.0074366929
      0.80763602    0.0074482713
      0.80790502    0.0074907679
      0.80817401    0.0074959651
      0.80844402    0.0075129542
      0.80871302    0.0074102063
      0.80898303    0.0075418167
      0.80925298    0.0075435872
      0.80952299    0.0075346756
      0.80979198    0.0075629892
      0.81006199    0.0075202323
      0.81033200    0.0076050498
      0.81060201    0.0076174139
      0.81087202    0.0076317404
      0.81114298    0.0076430012
      0.81141299    0.0076567595
      0.81168300    0.0076718709
      0.81195402    0.0076817439
      0.81222498    0.0076989265
      0.81249499    0.0077114622
      0.81276602    0.0077228866
      0.81303698    0.0077378038
      0.81330800    0.0077494216
      0.81357902    0.0077639044
      0.81384999    0.0077775539
      0.81412202    0.0077869297
      0.81439298    0.0077997806
      0.81466401    0.0078146736
      0.81493598    0.0078285004
      0.81520802    0.0078230654
      0.81547898    0.0078560750
      0.81575102    0.0078679934
      0.81602299    0.0078827800
      0.81629598    0.0078930738
      0.81656700    0.0078798232
      0.81683898    0.0079244643
      0.81711203    0.0079356510
      0.81738400    0.0079490635
      0.81765699    0.0079619764
      0.81792998    0.0079803050
      0.81820202    0.0079817000
      0.81847501    0.0077764257
      0.81874698    0.0080192967
      0.81901997    0.0080190002
      0.81929302    0.0080476579
      0.81956702    0.0079553334
      0.81984001    0.0078748129
      0.82011300    0.0080182273
      0.82038599    0.0080517293
      0.82066000    0.0081060404
      0.82093298    0.0080917478
      0.82120699    0.0081345458
      0.82147998    0.0079858995
      0.82175398    0.0081543918
      0.82202798    0.0081864279
      0.82230198    0.0079694221
      0.82257599    0.0082153234
      0.82284999    0.0082306918
      0.82312500    0.0082420993
      0.82339901    0.0080824695
      0.82367402    0.0082585445
      0.82394898    0.0082847684
      0.82422298    0.0082620945
      0.82449800    0.0083134116
      0.82477301    0.0083290227
      0.82504803    0.0082195164
      0.82532299    0.0083489300
      0.82559800    0.0083573597
      0.82587302    0.0083780454
      0.82614797    0.0083939861
      0.82642299    0.0084098156
      0.82669902    0.0084184185
      0.82697397    0.0084350007
      0.82725000    0.0084439324
      0.82752699    0.0084597482
      0.82780200    0.0084671375
      0.82807702    0.0084837212
      0.82835299    0.0084963601
      0.82862997    0.0085098323
      0.82890600    0.0085353898
      0.82918298    0.0085656529
      0.82945901    0.0085407901
      0.82973498    0.0085657697
      0.83001202    0.0085984553
      0.83028901    0.0086080366
      0.83056498    0.0086173730
      0.83084202    0.0085292867
      0.83111900    0.0086214460
      0.83139598    0.0086474338
      0.83167398    0.0086831141
      0.83195102    0.0086431972
      0.83222800    0.0087078020
      0.83250499    0.0087238176
      0.83278298    0.0087220623
      0.83306098    0.0084792332
      0.83333802    0.0086864570
      0.83361602    0.0086790435
      0.83389300    0.0087880783
      0.83417100    0.0087693742
      0.83444899    0.0088188168
      0.83472800    0.0087288472
      0.83500600    0.0088402860
      0.83528399    0.0088750564
      0.83556300    0.0088841196
      0.83584100    0.0089034071
      0.83612001    0.0089111276
      0.83639902    0.0089258788
      0.83667803    0.0088993252
      0.83695698    0.0089680055
      0.83723497    0.0089810707
      0.83751500    0.0089874413
      0.83779401    0.0090072302
      0.83807302    0.0090187287
      0.83835298    0.0090372748
      0.83863199    0.0090578623
      0.83891100    0.0087752153
      0.83919102    0.0090830394
      0.83947098    0.0090986706
      0.83974999    0.0091213340
      0.84003001    0.0091205902
      0.84030998    0.0091379525
      0.84059000    0.0091740301
      0.84087002    0.0091938753
      0.84115100    0.0092029852
      0.84143102    0.0091908500
      0.84171200    0.0092231375
      0.84199202    0.0091662604
      0.84227300    0.0092742661
      0.84255397    0.0092729637
      0.84283501    0.0092885297
      0.84311599    0.0093278148
      0.84339702    0.0093289253
      0.84367800    0.0092539437
      0.84395897    0.0093383761
      0.84424001    0.0092987218
      0.84452200    0.0093861400
      0.84480298    0.0093349341
      0.84508502    0.0094499277
      0.84536600    0.0094639100
      0.84564799    0.0094845869
      0.84592998    0.0094977496
      0.84621298    0.0095028300
      0.84649402    0.0095090233
      0.84677601    0.0094935920
      0.84705800    0.0092757739
      0.84734100    0.0095410908
      0.84762299    0.0095870625
      0.84790599    0.0096190945
      0.84818900    0.0096321259
      0.84847099    0.0096492182
      0.84875399    0.0096742115
      0.84903699    0.0096906067
      0.84931999    0.0096859244
      0.84960300    0.0096755718
      0.84988600    0.0088831267
      0.85017002    0.0085683051
      0.85045302    0.0095839074
      0.85073602    0.0097100731
      0.85101998    0.0097656116
      0.85130399    0.0098074425
      0.85158700    0.0096208441
      0.85187101    0.0097808785
      0.85215598    0.0098738276
      0.85243899    0.0099029535
      0.85272300    0.0099094426
      0.85300797    0.0098065835
      0.85329199    0.0099133537
      0.85357702    0.0098836225
      0.85386097    0.0097526157
      0.85414600    0.0092330363
      0.85443097    0.0065091297
      0.85471499    0.0090291780
      0.85500002    0.0097495831
      0.85528499    0.0099367400
      0.85557002     0.010028712
      0.85585600    0.0099749307
      0.85614097     0.010118296
      0.85642600     0.010145999
      0.85671198     0.010176980
      0.85699701     0.010198563
      0.85728300     0.010218581
      0.85756898     0.010241768
      0.85785401     0.010258674
      0.85813999     0.010276551
      0.85842597     0.010209466
      0.85871202     0.010291985
      0.85899901     0.010300836
      0.85928500     0.010302656
      0.85957199     0.010265895
      0.85985798     0.010175657
      0.86014497     0.010120938
      0.86043203     0.010299604
      0.86071801     0.010350125
      0.86100501     0.010421055
      0.86129200     0.010292989
      0.86157900     0.010491417
      0.86186701     0.010491795
      0.86215401     0.010546126
      0.86244100     0.010490410
      0.86272901     0.010577907
      0.86301601     0.010613495
      0.86330402     0.010623617
      0.86359102     0.010642645
      0.86387998     0.010648229
      0.86416698     0.010660713
      0.86445498     0.010655253
      0.86474299     0.010704642
      0.86503202     0.010593691
      0.86532098     0.010705460
      0.86560899     0.010679720
      0.86589700     0.010595880
      0.86618602     0.010052577
      0.86647499    0.0074773593
      0.86676401     0.010034446
      0.86705297     0.010560179
      0.86734200     0.010719503
      0.86763102     0.010596434
      0.86791998     0.010876572
      0.86820900     0.010817719
      0.86849898     0.010952017
      0.86878800     0.010961240
      0.86907798     0.010555155
      0.86936700     0.011016735
      0.86965698     0.011012076
      0.86994702     0.011090222
      0.87023699     0.010982272
      0.87052798     0.011115591
      0.87081701     0.011148922
